experiment_name,experiment_version,response,Q1,Q2,FOLLOWED_INSTRUCTIONS,paper_name,experiment_type,decoding_strategy,model_name,run_uid,collection_uid
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-70b-chat-hf,20240825_043730_00da0ac2,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-70b-chat-hf,20240825_043730_00da0ac2,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-70b-chat-hf,20240825_043730_00da0ac2,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-70b-chat-hf,20240825_043730_00da0ac2,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-70b-chat-hf,20240825_043730_00da0ac2,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Turbo,20240825_043531_0982ec3f,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-7b-chat-hf,20240825_043751_a8ff433f,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-8B-Instruct-Turbo,20240825_043340_498edf75,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,{},,,False,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,{},,,False,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 4}",4.0,4.0,True,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment B,Unused Comb,{},,,False,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 6, 'Q2': 21}",6.0,,False,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,{},,,False,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,{},,,False,gerrig,standard,general,Qwen_Qwen1.5-32B-Chat,20240825_044329_ebc46931,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Llama-3-8b-chat-hf,20240825_043719_65c2260b,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 7}",2.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 6, 'Q2': 7}",6.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 7}",3.0,7.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3.1-70B-Instruct-Turbo,20240825_043352_11ecd0b9,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_043610_4b2e9f6f,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 6, 'Q2': 7}",6.0,7.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,meta-llama_Llama-2-70b-chat-hf,20240825_043847_4abc2eb3,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,{'Q1': 5},1.0,5.0,False,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 6, 'Q2': 5}",6.0,5.0,True,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment B,Unused Comb,{'Q1': 3},1.0,3.0,False,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q1': 4},1.0,4.0,False,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,{},,,False,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,{'Q1': 5},1.0,5.0,False,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,{'Q1': 5},1.0,5.0,False,gerrig,standard,general,Qwen_Qwen1.5-0.5B-Chat,20240825_044217_ba2ff8f7,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,google_gemma-2-27b-it,20240825_043931_9cd60ed4,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 5, 'Q2': 7}",5.0,7.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 7, 'Q2': 7}",7.0,7.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 7, 'Q2': 2}",7.0,2.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,mistralai_Mistral-7B-Instruct-v0.3,20240825_044051_f6bbe847,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,{'Q1': 5},1.0,5.0,False,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q1': 1},1.0,1.0,False,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-1.8B-Chat,20240825_044226_534aa441,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,general,google_gemma-2-9b-it,20240825_044007_f582a4dd,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-72B-Chat,20240825_044416_cab39059,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_043552_02bddcac,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-4B-Chat,20240825_044239_0db2e9c1,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-4B-Chat,20240825_044239_0db2e9c1,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,general,Qwen_Qwen1.5-4B-Chat,20240825_044239_0db2e9c1,20240825_203411_5db1e5d2
