experiment_name,version,response
Experiment A,"A Man ""s A Man For A ’ That","{'0': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Humor'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Humor'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}], '2': [{'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}], '3': [{'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '4': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,Morning at the Window,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Uneasiness', 'emotion2': None}]}"
Experiment A,Preludes,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '2': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '3': [{'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Sublime'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Joy'}, {'emotion1': 'Uneasiness', 'emotion2': None}]}"
Experiment A,Death,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,The Second Coming,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Annoyance', 'emotion2': None}], '1': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Sadness'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Suspense', 'emotion2': None}]}"
Experiment A,An Invective against Gold .,"{'0': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '1': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '2': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '3': [{'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Suspense'}, {'emotion1': 'Annoyance'}]}"
Experiment A,"Love , the Soul of Poetry .","{'0': [2], '1': [1], '2': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}]}"
Experiment A,SUCCESS,"{'0': [], '1': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '2': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Suspense'}]}"
Experiment A,I felt a funeral in my brain,"{'0': [2], '1': [2], '2': [2], '3': [2], '4': [2]}"
Experiment A,On His Blindness,"{'0': [[{'line_number': 1, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Annoyance', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 9, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 10, 'emotion1': 'Vitality', 'emotion2': None}]], '1': [1], '2': [2], '3': [2]}"
Experiment A,On His Being Arrived to the Age of Twenty-Three”,"{'0': [[{'line_number': 1, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'line_number': 5, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Annoyance', 'emotion2': None}, {'line_number': 9, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 10, 'emotion1': 'Beauty/Joy', 'emotion2': None}]]}"
Experiment A,Mowing,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Vitality'}, {'emotion1': 'Nostalgia', 'emotion2': 'Vitality'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,Fire and Ice,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,I Hear America Singing,"{'0': [[{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Vitality', 'emotion2': None}]]}"
Experiment A,O Captain! My Captain!,"{'0': [{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Sadness', 'emotion2': None}], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '2': [2]}"
Experiment A,DANSE RUSSE,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '1': [2]}"
Experiment A,To Waken an Old Lady,"{'0': [[{'line_number': 1, 'emotion1': 'Awe/Sublime', 'emotion2': None}, {'line_number': 2, 'emotion1': 'Beauty/Joy', 'emotion2': None}, {'line_number': 3, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 4, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'line_number': 5, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 6, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 7, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 8, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 9, 'emotion1': 'Annoyance', 'emotion2': None}, {'line_number': 10, 'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'line_number': 11, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 12, 'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'line_number': 13, 'emotion1': 'Sadness', 'emotion2': None}, {'line_number': 14, 'emotion1': 'Suspense', 'emotion2': None}, {'line_number': 15, 'emotion1': 'Uneasiness', 'emotion2': None}, {'line_number': 16, 'emotion1': 'Vitality', 'emotion2': None}, {'line_number': 17, 'emotion1': 'Annoyance', 'emotion2': None}, {'line_number': 18, 'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'line_number': 19, 'emotion1': 'Humor', 'emotion2': None}, {'line_number': 20, 'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}]]}"
Experiment A,My Love Is Like To Ice,{'0': [28]}
Experiment A,Sonnet 54,{'0': []}
Experiment A,ODE ON SOLITUDE,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [2], '2': [2], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}], '4': [2]}"
Experiment A,dying is fine)but Death,"{'0': [1, 'Beauty', 'Joy'], '1': [1, 'Annoyance'], '2': [2], '3': [1, 'Vitality'], '4': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': None}], '5': [{'emotion1': 'Sadness', 'emotion2': None}], '6': [2], '7': [1, 'Sadness'], '8': [2], '9': [2], '10': [1]}"
Experiment A,[i carry your heart with me(i carry it in],"{'0': [2], '1': [2], '2': [2], '3': [1, 'Beauty/Joy', 'null']}"
Experiment A,THE DESCENT OF DULLNESS,{'0': [31]}
Experiment A,"I ""m nobody ! Who are you ?","{'0': [2], '1': [2]}"
Experiment A,The Flea,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Nostalgia'}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}], '2': [{'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Suspense'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Uneasiness', 'emotion2': 'Sadness'}]}"
Experiment A,Song on May Morning,"{'0': [{'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}]}"
Experiment A,OZYMANDIAS,{'0': [42]}
Experiment A,Desert Places,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '2': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '3': [4, 'Uneasiness', None]}"
Experiment A,If—,"{'0': [{'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Sadness'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '1': [2], '2': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '3': [2]}"
Experiment A,A Noiseless Patient Spider,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe', 'emotion2': 'Sublime'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,LONDON,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}], '1': [{'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}], '2': [{'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}], '3': [{'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}]}"
Experiment A,The Young Housewife,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}]}"
Experiment A,I wandered lonely as a Cloud,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [2], '2': [2], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
