experiment_name,version,response
Experiment A,The Banks O ’ Doon — Second Version,"{'0': [{'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}]}"
Experiment A,"A Man ""s A Man For A ’ That","{'0': [{'emotion1': 'Sadness', 'emotion2': 'Nostalgia'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Vitality'}], '1': [{'emotion1': 'Vitality'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}], '2': [{'emotion1': 'Humor'}, {'emotion1': 'Humor'}, {'emotion1': 'Vitality'}, {'emotion1': 'Humor'}, {'emotion1': 'Humor'}, {'emotion1': 'Humor'}, {'emotion1': 'Vitality'}, {'emotion1': 'Humor'}], '3': [{'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '4': [{'emotion1': 'Suspense'}, {'emotion1': 'Suspense'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}, {'emotion1': 'Suspense'}, {'emotion1': 'Vitality'}, {'emotion1': 'Vitality'}]}"
Experiment A,Morning at the Window,"{'0': [23], '1': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}]}"
Experiment A,Preludes,"{'0': [{'emotion1': 'Beauty/Joy', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Vitality', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Vitality', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Vitality', 'emotion2': 'Uneasiness'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Sadness'}], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}], '2': [{'emotion1': 'Uneasiness'}, {'emotion1': 'Suspense'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}], '3': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}]}"
Experiment A,Death,"{'0': [{'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Annoyance', 'emotion2': 'Sadness'}, {'emotion1': 'Annoyance', 'emotion2': 'Vitality'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Annoyance', 'emotion2': 'Uneasiness'}, {'emotion1': 'Annoyance', 'emotion2': 'Uneasiness'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}, {'emotion1': 'Annoyance', 'emotion2': 'Awe/Sublime'}]}"
Experiment A,The Second Coming,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Uneasiness', 'emotion2': 'Suspense'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,An Invective against Gold .,"{'0': [2], '1': [2], '2': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '3': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': 'Uneasiness'}, {'emotion1': 'Annoyance', 'emotion2': None}]}"
Experiment A,"Love , the Soul of Poetry .","{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '1': [{'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}], '2': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Beauty/Joy', 'emotion2': None}]}"
Experiment A,SUCCESS,"{'0': [{'emotion1': 'Nostalgia', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Nostalgia'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Awe/Sublime'}], '1': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Uneasiness', 'emotion2': None}], '2': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Sadness'}, {'emotion1': 'Uneasiness', 'emotion2': 'Sadness'}]}"
Experiment A,I felt a funeral in my brain,"{'0': [2], '1': [4, 'Sadness', None], '2': [2], '3': [4, 'Sadness', None], '4': [2]}"
Experiment A,On His Blindness,"{'0': [{'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}], '1': [2], '2': [2], '3': [2]}"
Experiment A,On His Being Arrived to the Age of Twenty-Three”,"{'0': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}]}"
Experiment A,Mowing,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}]}"
Experiment A,Fire and Ice,"{'0': [{'emotion1': 'Annoyance', 'emotion2': 'Suspense'}, {'emotion1': 'Annoyance', 'emotion2': 'Suspense'}, {'emotion1': 'Beauty/Joy', 'emotion2': 'Vitality'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Suspense'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Annoyance', 'emotion2': 'Suspense'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Vitality'}, {'emotion1': 'Annoyance', 'emotion2': 'Suspense'}]}"
Experiment A,I Hear America Singing,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,O Captain! My Captain!,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '2': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,DANSE RUSSE,"{'0': [2], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,To Waken an Old Lady,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,My Love Is Like To Ice,"{'0': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,Sonnet 54,"{'0': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}]}"
Experiment A,ODE ON SOLITUDE,"{'0': [2], '1': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}], '2': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}], '3': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality', 'emotion2': None}], '4': [2]}"
Experiment A,dying is fine)but Death,"{'0': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}], '1': ['1', 'Annoyance', None], '2': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '3': ['1', 'Vitality', None], '4': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '5': [1, 'Sadness', None], '6': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}], '7': ['1', 'Sadness', None], '8': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}], '9': ['1', 'Humor', None], '10': [{'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Humor', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,[i carry your heart with me(i carry it in],"{'0': [2], '1': [2], '2': [2], '3': [1, 'Beauty/Joy', 'Joy']}"
Experiment A,THE DESCENT OF DULLNESS,"{'0': [{'emotion1': 'Annoyance'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Annoyance'}, {'emotion1': 'Awe/Sublime'}, {'emotion1': 'Uneasiness'}]}"
Experiment A,"I ""m nobody ! Who are you ?","{'0': [{'emotion1': 'Humor'}, {'emotion1': 'Humor'}, {'emotion1': 'Humor'}, {'emotion1': 'Humor'}], '1': [2]}"
Experiment A,The Flea,"{'0': [{'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '1': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Beauty/Joy', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}], '2': [{'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Suspense', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}]}"
Experiment A,Song on May Morning,"{'0': [{'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Vitality'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Beauty/Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}, {'emotion1': 'Beauty', 'emotion2': 'Joy'}]}"
Experiment A,OZYMANDIAS,"{'0': [{'emotion1': 'None', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'None', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'None', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'None', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'None', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': 'Annoyance'}]}"
Experiment A,Desert Places,"{'0': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}], '1': [{'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '2': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': None}], '3': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}]}"
Experiment A,If—,"{'0': [1], '1': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}], '2': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Sadness', 'emotion2': 'Annoyance'}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '3': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}]}"
Experiment A,A Noiseless Patient Spider,"{'0': [{'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}, {'emotion1': 'Vitality', 'emotion2': None}], '1': [{'emotion1': 'Awe/Sublime', 'emotion2': 'null'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'null'}, {'emotion1': 'Vitality', 'emotion2': 'null'}, {'emotion1': 'Vitality', 'emotion2': 'null'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'null'}, {'emotion1': 'Awe/Sublime', 'emotion2': 'null'}]}"
Experiment A,LONDON,"{'0': [{'emotion1': 'Uneasiness', 'emotion2': None}, {'emotion1': 'Awe/Sublime', 'emotion2': 'Uneasiness'}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}], '1': [{'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Sadness', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}, {'emotion1': 'Annoyance', 'emotion2': None}], '2': [{'emotion1': 'Sadness'}, {'emotion1': 'Uneasiness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}], '3': [{'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Sadness'}, {'emotion1': 'Annoyance'}]}"
